,Артикул,Бренд,Коллекция,Для кого,Примерный вес,Тип металла,Проба,Покрытие,Тип вставки,Форма вставки,Количество,Цвет,Вес,Размеры вставки,Ширина кольца,Ширина,Высота,Цена со скидкой,Цена без скидки,Номер страницы,Тип вставки 2,Количество 2,Вес 2,Длина,Форма вставки 2,Цвет 2,Размеры вставки 2,Тип вставки 3,Форма вставки 3,Количество 3,Цвет 3,Вес 3,Размеры вставки 3,Тип вставки 4,Форма вставки 4,Количество 4,Цвет 4,Вес 4,Размеры вставки 4,Тип вставки 5,Форма вставки 5,Количество 5,Цвет 5,Вес 5,Размеры вставки 5,Тип вставки 6,Форма вставки 6,Количество 6,Цвет 6,Вес 6,Размеры вставки 6,Тип вставки 7,Форма вставки 7,Количество 7,Цвет 7,Вес 7,Размеры вставки 7,Тип вставки 8,Форма вставки 8,Количество 8,Цвет 8,Вес 8,Размеры вставки 8,Тип вставки 9,Форма вставки 9,Количество 9,Цвет 9,Вес 9,Размеры вставки 9,Тип вставки 10,Форма вставки 10,Количество 10,Цвет 10,Вес 10,Размеры вставки 10,Тип вставки 11,Форма вставки 11,Количество 11,Цвет 11,Вес 11,Размеры вставки 11,Тип вставки 12,Форма вставки 12,Количество 12,Цвет 12,Вес 12,Размеры вставки 12,Цветность,Чистота,Цветность 2,Чистота 2,Цветность 3,Чистота 3,Огранка,Огранка 2,Огранка 3,Цветность 4,Чистота 4,Цветность 5,Чистота 5,Цветность 6,Чистота 6,Цветность 7,Чистота 7,Огранка 4,Тип вставки 13,Форма вставки 13,Количество 13,Цвет 13,Вес 13,Размеры вставки 13,Огранка 5,Цветность 8,Чистота 8,Цветность 9,Чистота 9,Цветность 10,Чистота 10,Тип вставки 14,Форма вставки 14,Количество 14,Цвет 14,Вес 14,Размеры вставки 14
5057,1012326,SOKOLOV,PREMIUM,Для женщин,3.41 г,Красное золото,585,,Бриллиант (природный),Круг,12 шт,Бесцветный,0.437 карат,,3 мм,5 мм,2 мм,123750,274990,105,,,,19 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5058,1012328,SOKOLOV,,Для женщин,2.18 г,Красное золото,585,Родирование,Бриллиант (природный),Круг,1 шт,Бесцветный,0.092 карат,,2 мм,5 мм,4 мм,54000,119990,105,Бриллиант (природный),10 шт,0.037 карат,5 мм,Круг,Бесцветный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5059,1012335,SOKOLOV,,Для женщин,1.79 г,Красное золото,585,Родирование,Бриллиант (природный),Круг,1 шт,Бесцветный,0.081 карат,,2 мм,5 мм,3 мм,39000,129990,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5060,1012360-3,SOKOLOV,,Для женщин,2.53 г,Белое золото,585,Родирование,Бриллиант (природный),Круг,1 шт,Бесцветный,0.081 карат,,2 мм,4 мм,3 мм,67500,149990,105,Бриллиант (природный),8 шт,0.043 карат,20 мм,Круг,Бесцветный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5061,1012361-3,SOKOLOV,,Для женщин,2.52 г,Белое золото,585,Родирование,Бриллиант (природный),Круг,1 шт,Бесцветный,0.092 карат,,2 мм,6 мм,3 мм,48000,239990,105,,,,20 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5062,1012365-3,SOKOLOV,,Для женщин,2.71 г,Белое золото,585,Родирование,Бриллиант (природный),Круг,1 шт,Бесцветный,0.134 карат,,2 мм,5 мм,5 мм,66000,219990,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5063,1012367,SOKOLOV,,Для женщин,1.1 г,Красное золото,585,Родирование,Бриллиант (природный),Круг,1 шт,Бесцветный,0.046 карат,,1 мм,4 мм,4 мм,23400,77990,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5064,1012377,SOKOLOV,,Для женщин,1.04 г,Красное золото,585,"Алмазная грань,  Родирование",Бриллиант (природный),Круг,12 шт,Бесцветный,0.035 карат,,1 мм,2 мм,1 мм,23850,52990,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5065,1012392,SOKOLOV,,Для женщин,2.2 г,Комбинированное золото,585,Родирование,Бриллиант (природный),Круг,18 шт,Бесцветный,0.097 карат,,1 мм,6 мм,2 мм,41850,92990,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5066,1012396-3,SOKOLOV,PREMIUM,Для женщин,4.48 г,Белое золото,585,Родирование,Бриллиант (природный),Круг,10 шт,Бесцветный,0.54 карат,,2 мм,13 мм,8 мм,261000,579990,105,Бриллиант (природный),1 шт,0.26 карат,,Круг,Бесцветный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5067,1012397-3,SOKOLOV,,Для женщин,2.15 г,Белое золото,585,Родирование,Бриллиант (природный),Круг,1 шт,Бесцветный,0.26 карат,,2 мм,5 мм,5 мм,146250,324990,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5068,1012414,SOKOLOV,PREMIUM,Для женщин,3.27 г,Комбинированное золото,585,Родирование,Бриллиант (природный),Круг,8 шт,Бесцветный,0.17 карат,,2 мм,9 мм,6 мм,103500,229990,105,Бриллиант (природный),8 шт,0.1 карат,,Круг,Бесцветный,,Бриллиант (природный),Круг,1 шт,Бесцветный,0.046 карат,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,3,6,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5069,1012429,SOKOLOV,,Для женщин,3.12 г,Красное золото,585,,Бриллиант (природный),Круг,7 шт,Бесцветный,0.937 карат,,2 мм,4 мм,3 мм,229500,764990,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5070,1012434,SOKOLOV,PREMIUM,Для женщин,4.76 г,Красное золото,585,,Бриллиант (природный),Круг,6 шт,Бесцветный,0.399 карат,,2 мм,8 мм,4 мм,288000,959990,105,Бриллиант (природный),6 шт,0.274 карат,,Круг,Бесцветный,,Бриллиант (природный),Круг,2 шт,Бесцветный,0.162 карат,,Бриллиант (природный),Круг,1 шт,Бесцветный,0.157 карат,,Бриллиант (природный),Круг,6 шт,Бесцветный,0.127 карат,,Бриллиант (природный),Круг,4 шт,Бесцветный,0.118 карат,,Бриллиант (природный),Круг,4 шт,Бесцветный,0.063 карат,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,3,6,3,6,,,,3,6,3,6,3,6,3,6,,,,,,,,,,,,,,,,,,,,
5071,1012438,SOKOLOV,PREMIUM,Для женщин,5.13 г,Красное золото,585,,Бриллиант (природный),Круг,1 шт,Бесцветный,0.325 карат,,4 мм,5 мм,5 мм,351000,779990,105,Бриллиант (природный),11 шт,0.325 карат,,Круг,Бесцветный,,Бриллиант (природный),Круг,42 шт,Бесцветный,0.16 карат,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,3,6,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5072,1012460-3,SOKOLOV,,Для женщин,1.12 г,Белое золото,585,Родирование,Бриллиант (природный),Круг,1 шт,Бесцветный,0.079 карат,,2 мм,3 мм,4 мм,36000,79990,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5073,1012467,SOKOLOV,,Для женщин,2.57 г,Красное золото,585,,Бриллиант (природный),Круг,1 шт,Бесцветный,0.093 карат,,2 мм,3 мм,3 мм,45000,149990,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5074,1012474-10,SOKOLOV,,Для женщин,7.95 г,Платина,,,Бриллиант (природный),Круг,1 шт,Бесцветный,0.079 карат,,4 мм,4 мм,2 мм,123750,274990,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5075,1012483-3,SOKOLOV,PREMIUM,Для женщин,4.51 г,Белое золото,585,Родирование,Бриллиант (природный),Круг,5 шт,Бесцветный,0.551 карат,,4 мм,5 мм,2 мм,158000,789990,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5076,1012485,SOKOLOV,,Для женщин,3.1 г,Красное золото,585,,Бриллиант (природный),Круг,1 шт,Бесцветный,0.191 карат,,2 мм,4 мм,3 мм,112500,249990,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5077,1012489-2,SOKOLOV,PREMIUM,Для женщин,1.72 г,Жёлтое золото,585,,Бриллиант (природный),Круг,29 шт,Бесцветный,0.458 карат,,2 мм,2 мм,2 мм,117000,259990,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5078,1012492-3,SOKOLOV,,Для женщин,3.16 г,Белое золото,585,Родирование,Бриллиант (природный),Круг,1 шт,Бесцветный,0.196 карат,,2 мм,4 мм,3 мм,112500,249990,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5079,1012494-3,SOKOLOV,,Для женщин,2.69 г,Белое золото,585,Родирование,Бриллиант (природный),Круг,1 шт,Бесцветный,0.157 карат,,2 мм,3 мм,2 мм,82500,274990,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5080,1012495-2,SOKOLOV,,Для женщин,1.23 г,Жёлтое золото,585,,Бриллиант (природный),Круг,1 шт,Бесцветный,0.116 карат,,2 мм,3 мм,4 мм,54000,119990,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5081,1012561-3,SOKOLOV,PREMIUM,Для женщин,2.75 г,Белое золото,585,,Бриллиант (природный),Круг,26 шт,Бесцветный,1.729 карат,,4 мм,4 мм,2 мм,380250,844990,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5082,110168,SOKOLOV,,"Для женщин, Для мужчин, Унисекс",1.28 г,Красное золото,585,,Без вставок,,,,,,,,,13050,28990,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5083,1114068-01,SOKOLOV,,"Для женщин, Для мужчин, Унисекс",4.67 г,Комбинированное золото,585,,Бриллиант (природный),Круг,1 шт,Бесцветный,0.004 карат,,,,,69750,154990,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5084,1114175-01,SOKOLOV,,"Для женщин, Для мужчин, Унисекс",2.06 г,Комбинированное золото,585,,Бриллиант (природный),Круг,1 шт,Бесцветный,0.011 карат,,,,,35100,77990,105,Бриллиант (природный),1 шт,0.01 карат,,Круг,Бесцветный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,2,4,,,А,А,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5085,2010041,SOKOLOV,,Для женщин,2.11 г,Белое золото,585,,Сапфир,Маркиз,7 шт,Синий,0.684 карат,,,,,39600,87990,105,Сапфир,8 шт,0.096 карат,,Круг,Синий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5086,2010883,SOKOLOV,,Для женщин,2.43 г,Красное золото,585,,Сапфир,Маркиз,6 шт,Синий,0.586 карат,,,,,56250,124990,105,Бриллиант (природный),12 шт,0.065 карат,,Круг,Бесцветный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5087,2010966,SOKOLOV,,Для женщин,1.72 г,Белое золото,585,,Сапфир,Овал,1 шт,Синий,0.209 карат,,,,,26100,57990,105,Бриллиант (природный),3 шт,0.009 карат,,Круг,Бесцветный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5088,2011039,SOKOLOV,,Для женщин,2.06 г,Красное золото,585,Родирование,Сапфир,Круг,1 шт,Синий,0.395 карат,,2 мм,7 мм,6 мм,49500,164990,105,Бриллиант (природный),32 шт,0.118 карат,7 мм,Круг,Бесцветный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5089,2011040,SOKOLOV,,Для женщин,2.03 г,Белое золото,585,Родирование,Сапфир,Круг,1 шт,Синий,0.395 карат,,2 мм,7 мм,6 мм,56250,124990,105,Бриллиант (природный),32 шт,0.118 карат,7 мм,Круг,Бесцветный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5090,2011054,SOKOLOV,,Для женщин,1.74 г,Красное золото,585,Родирование,Сапфир,Маркиз,1 шт,Синий,0.18 карат,,,,,28350,62990,105,Бриллиант (природный),3 шт,0.009 карат,,Круг,Бесцветный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5091,2011115,SOKOLOV,,Для женщин,1.63 г,Красное золото,585,,Сапфир,Круг,1 шт,Синий,0.277 карат,,2 мм,6 мм,5 мм,33750,74990,105,Бриллиант (природный),4 шт,0.015 карат,6 мм,Круг,Бесцветный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5092,2011115-3,SOKOLOV,,Для женщин,1.57 г,Белое золото,585,Родирование,Сапфир,Круг,1 шт,Синий,0.277 карат,,,,,30600,67990,105,Бриллиант (природный),4 шт,0.015 карат,,Круг,Бесцветный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5093,2011141,SOKOLOV,,Для женщин,1.83 г,Белое золото,585,Родирование,Сапфир,Круг,1 шт,Синий,0.277 карат,,2 мм,10 мм,6 мм,42750,94990,105,Бриллиант (природный),28 шт,0.104 карат,10 мм,Круг,Бесцветный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5094,2011175-3,SOKOLOV,,Для женщин,2.29 г,Белое золото,585,Родирование,Сапфир,Груша,1 шт,Синий,0.781 карат,,2 мм,13 мм,5 мм,66000,219990,105,Бриллиант (природный),21 шт,0.062 карат,10 мм,Круг,Бесцветный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,,,А,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5095,2011236,SOKOLOV,,Для женщин,1.71 г,Красное золото,585,Родирование,Сапфир,Круг,12 шт,Синий,0.242 карат,,2 мм,3 мм,2 мм,29400,97990,105,Бриллиант (природный),5 шт,0.019 карат,,Круг,Бесцветный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5096,2011252,SOKOLOV,,Для женщин,5.07 г,Красное золото,585,Родирование,Сапфир,Овал,1 шт,Синий,6.35 карат,,2 мм,18 мм,8 мм,146250,324990,105,Коньячный бриллиант,24 шт,0.149 карат,17 мм,Круг,Коньячный,,Коньячный бриллиант,Круг,12 шт,Коньячный,0.089 карат,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5097,2011252-3,SOKOLOV,,Для женщин,5.1 г,Белое золото,585,Родирование,Сапфир,Овал,1 шт,Синий,6.35 карат,,2 мм,18 мм,8 мм,123750,274990,105,Бриллиант (природный),12 шт,0.094 карат,17 мм,Круг,Бесцветный,,Бриллиант (природный),Круг,24 шт,Бесцветный,0.089 карат,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5098,2011259,SOKOLOV,,Для женщин,2 г,Комбинированное золото,585,Родирование,Сапфир,Круг,18 шт,Синий,0.344 карат,,2 мм,6 мм,3 мм,42750,94990,105,Бриллиант (природный),4 шт,0.022 карат,13 мм,Круг,Бесцветный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5099,2011263,SOKOLOV,,Для женщин,2.96 г,Красное золото,585,Родирование,Сапфир,Круг,1 шт,Синий,0.079 карат,,1 мм,9 мм,6 мм,51750,114990,105,Бриллиант (природный),24 шт,0.07 карат,10 мм,Круг,Бесцветный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5100,3010106,SOKOLOV,,Для женщин,1.71 г,Красное золото,585,,Изумруд натуральный,Овал,3 шт,Зелёный,0.427 карат,,,,,54000,119990,105,Бриллиант (природный),4 шт,0.015 карат,,Круг,Бесцветный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5101,3010546,SOKOLOV,,Для женщин,2.07 г,Красное золото,585,Родирование,Изумруд натуральный,Круг,1 шт,Зелёный,0.236 карат,,,,,44100,97990,105,Бриллиант (природный),7 шт,0.026 карат,,Круг,Бесцветный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5102,3010551,SOKOLOV,,Для женщин,1.53 г,Красное золото,585,Родирование,Изумруд натуральный,Груша,1 шт,Зелёный,0.133 карат,,,,,28350,62990,105,Бриллиант (природный),9 шт,0.026 карат,,Круг,Бесцветный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5103,3010556,SOKOLOV,,Для женщин,1.64 г,Красное золото,585,Родирование,Изумруд натуральный,Овал,1 шт,Зелёный,0.142 карат,,2 мм,5 мм,4 мм,33750,74990,106,Бриллиант (природный),2 шт,0.007 карат,4 мм,Круг,Бесцветный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5104,3010585,SOKOLOV,,Для женщин,1.96 г,Красное золото,585,Родирование,Изумруд натуральный,Груша,1 шт,Зелёный,0.34 карат,,2 мм,12 мм,5 мм,61500,204990,106,Бриллиант (природный),45 шт,0.167 карат,9 мм,Круг,Бесцветный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5105,3010622-3,SOKOLOV,PREMIUM,Для женщин,3.99 г,Белое золото,585,,Изумруд натуральный,Круг,24 шт,Зелёный,0.607 карат,,5 мм,6 мм,2 мм,171000,379990,106,Бриллиант (природный),102 шт,0.388 карат,,Круг,Бесцветный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5106,3010623-2,SOKOLOV,,Для женщин,0.71 г,Жёлтое золото,585,,Изумруд натуральный,Круг,1 шт,Зелёный,0.041 карат,,1 мм,2 мм,3 мм,13050,28990,106,,,,2 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5107,3010639,SOKOLOV,PREMIUM,Для женщин,3.76 г,Красное золото,585,Родирование,Изумруд натуральный,Круг,26 шт,Зелёный,0.658 карат,,3 мм,7 мм,3 мм,101250,224990,106,Бриллиант (природный),21 шт,0.109 карат,,Круг,Бесцветный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5108,3010641,SOKOLOV,,Для женщин,1.6 г,Красное золото,585,Родирование,Изумруд натуральный,Круг,8 шт,Зелёный,0.144 карат,,2 мм,6 мм,2 мм,32850,72990,106,Бриллиант (природный),4 шт,0.015 карат,,Круг,Бесцветный,,Бриллиант (природный),Круг,1 шт,Бесцветный,0.008 карат,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5109,3010646-3,SOKOLOV,PREMIUM,Для женщин,4.45 г,Белое золото,585,Родирование,Изумруд натуральный,Овал,7 шт,Зелёный,0.996 карат,,7 мм,7 мм,3 мм,168750,374990,106,Бриллиант (природный),16 шт,0.158 карат,,Круг,Бесцветный,,Бриллиант (природный),Круг,38 шт,Бесцветный,0.144 карат,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,6,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5110,3010647,SOKOLOV,,Для женщин,1.1 г,Красное золото,585,,Изумруд натуральный,Круг,5 шт,Зелёный,0.127 карат,,1 мм,2 мм,2 мм,26100,57990,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5111,3010650,SOKOLOV,,Для женщин,6.95 г,Красное золото,585,Родирование,Изумруд натуральный,Круг,124 шт,Зелёный,0.36 карат,,1 мм,21 мм,17 мм,209250,464990,106,Изумруд натуральный,34 шт,0.241 карат,18 мм,Круг,Зелёный,,Черный бриллиант,Круг,2 шт,Чёрный,0.103 карат,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5112,3010652,SOKOLOV,,Для женщин,1.22 г,Красное золото,585,,Изумруд натуральный,Круг,1 шт,Зелёный,0.069 карат,,2 мм,4 мм,4 мм,22500,49990,106,,,,4 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5113,3010658,SOKOLOV,,Для женщин,1.62 г,Красное золото,585,Родирование,Изумруд натуральный,Овал,1 шт,Зелёный,0.399 карат,,1 мм,6 мм,4 мм,63000,139990,106,Бриллиант (природный),2 шт,0.016 карат,11 мм,Круг,Бесцветный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
